"language","tone","informant","token","syllable","onset","offset","f0mean","excursion","maxloc"
"Thai","45","M2b","1","ma",-0.0247330876889726,0.19565062625942,0.0636656389834758,0.220383713948393,1
"Thai","45","M2b","2","ma",-0.0231971985500938,0.199953905009303,0.0429197674737523,0.223151103559397,1
"Thai","45","M2b","3","ma",-0.00252633785603478,0.210209240147774,0.0776395712044366,0.212735578003809,1
"Thai","315","M2b","1","ma",-0.0799187661971481,0.0974405163672168,-0.0763558934765704,0.239528987109428,1
"Thai","315","M2b","2","ma",-0.0802020354746663,0.0128332180819137,-0.101453415154524,0.167374643940296,1
"Thai","315","M2b","3","ma",-0.0478963180666831,0.0930901304614775,-0.0695123686148213,0.233140870311371,1
"Thai","33","M2b","5","na",-0.297761810993325,-0.385736043637996,-0.320477874376937,0.0985209831833795,0.25
"Thai","33","M3b",NA,"ma",0.0245426855333118,-0.0588246923137228,-0.0369944864516553,0.0833673778470346,0.125
"Thai","21","M3b",NA,"ma",0.0288569394781799,-0.156595967377317,-0.101994122410458,0.185452906855497,0.125
"Thai","241","M3b",NA,"ma",0.0767877932653272,-0.103111631079318,0.134875597817411,0.318502208092531,0.625
"Thai","45","M3b",NA,"ma",0.00849810827479808,0.0917643048758147,-0.0230498721269946,0.169134169589622,1
"Thai","315","M3b",NA,"ma",-0.00141717651030161,0.0282593733218374,-0.0957854475283832,0.197530567155551,1
"Thai","33","M3b",NA,"mi",0.029729974339576,-0.0929883318826842,0.00425353572922667,0.12271830622226,0.125
"Thai","21","M3b",NA,"mi",-0.00183386495076173,-0.192085256274323,-0.111756852207994,0.190251391323561,0.125
"Thai","241","M3b",NA,"mi",0.171058198834268,-0.100536304673692,0.179932249866477,0.373567311468948,0.5
"Thai","45","M3b",NA,"mi",0.0164470966113134,0.158629216705666,0.0310598893966248,0.180313898009754,1
"Thai","315","M3b",NA,"mi",-0.0268262348139631,0.17147970011573,-0.0616672160418012,0.326611183311958,1
"Thai","33","M3b",NA,"mu",0.00862645022780622,-0.0605513252367417,-0.00872830619448759,0.0734004089230763,0.75
"Thai","21","M3b",NA,"mu",-0.0179571816824663,-0.184949885443136,-0.117935845850226,0.16699270376067,0.125
"Thai","241","M3b",NA,"mu",0.0935587295149465,-0.13620086791486,0.132292501963465,0.382550254827266,0.625
"Thai","45","M3b",NA,"mu",0.0107089055964082,0.304019468177765,0.0963629427453855,0.294508898186433,1
"Thai","315","M3b",NA,"mu",-0.0504111964953608,-0.0135162412820567,-0.11566375675434,0.157751378970851,1
"Thai","33","M3b",NA,"na",-0.021875516577233,-0.100578526164545,-0.0532706804239213,0.0787030095873123,0.125
"Thai","21","M3b",NA,"na",0.0441446850834851,-0.156729394192828,-0.0858201377506678,0.200874079276314,0.125
"Thai","241","M3b",NA,"na",0.111748813191387,-0.0334942871604471,0.166571233147485,0.276251358333786,0.625
"Thai","45","M3b",NA,"na",0.00766549891847969,0.120796379191229,5.36987333524575e-05,0.170754126345415,1
"Thai","315","M3b",NA,"na",-0.0210999902207582,0.00569513587909933,-0.0997910890348165,0.1627586495792,1
"Thai","33","M3b",NA,"ni",0.00579046897974946,-0.00117262006210609,0.0261969734137171,0.0426627911493505,0.75
"Thai","21","M3b",NA,"ni",0.024164498851835,-0.164709386835981,-0.0951777566040938,0.188873885687816,0.125
"Thai","241","M3b",NA,"ni",0.193087162073264,0.0482120067988213,0.260910637045992,0.29181099021788,0.5
"Thai","45","M3b",NA,"ni",0.0115760395562859,0.194239425651352,0.0486838024976886,0.195614935754259,1
"Thai","315","M3b",NA,"ni",-0.00304841525044961,0.0929434588881123,-0.0637822452873514,0.230920300650045,1
"Thai","33","M3b",NA,"nu",0.0265512526785757,-0.0499087974726631,-0.00359635438341323,0.0764600501512388,0.125
"Thai","21","M3b",NA,"nu",-0.00974374405660673,-0.197158677033423,-0.125060656671836,0.187414932976816,0.125
"Thai","241","M3b",NA,"nu",0.111137209160745,-0.145797140051419,0.153477830890543,0.422739963725648,0.5
"Thai","45","M3b",NA,"nu",0.0205893382806213,0.248977015156558,0.0674934858209734,0.242656868969184,1
"Thai","315","M3b",NA,"nu",-0.0226378275312718,-0.045146509164444,-0.102089553345905,0.136966029901524,0.125
