Word,Pinyin,Tag,WF,HD,PF,CF,NC,NS,NWF,AoL,NM,REG,AoA,CON,FAM,IMG
呆,dai1,v,52,4,92,152,2,7,12,4,3,0,3.78,4.05,5.81,4.39
歹,dai3,a,1,2,32,25,1,4,5,14,1,0,4.95,3.79,5.47,4
带,dai4,v,525,45,2396,724,3,9,71,2,4,0,3.22,4.97,6.77,5.46
待,dai4,v,57,45,2396,383,3,9,37,5,3,-1,4.28,4.35,5.77,4.75
贷,dai4,v,5,45,2396,56,3,9,6,7,3,1,5.42,4.59,5.68,4.89
逮,dai4,v,12,45,2396,24,3,11,2,5,2,-1,4.74,5.33,6.74,5.74
戴,dai4,v,92,45,2396,125,5,17,5,2,2,0,4.08,5.79,6.47,5.58
丹,dan1,n,1,30,49,126,1,4,6,8,2,0,4.38,3.88,5.34,4.53
担,dan1,v,13,30,49,260,3,8,23,2,4,1,4.03,5.03,5.45,5.68
胆,dan3,n,16,16,88,106,3,9,24,2,3,1,3.77,5.36,6.55,5.43
掸,dan3,v,1,16,88,3,3,11,2,12,3,1,5.56,4.95,4.77,5.18
旦,dan4,n,1,41,1840,85,2,5,8,5,2,0,4.5,4.25,4.97,3.57
弹,dan4,v,22,41,1840,160,3,11,35,4,3,1,4.48,5.05,6.25,5.42
淡,dan4,a,20,41,1840,163,3,11,33,3,3,-1,3.85,4.63,6.55,5.53
蛋,dan4,n,56,41,1840,98,3,11,22,3,2,0,3.08,6.79,6.77,6.67
当,dang1,v,597,13,1698,1992,2,6,89,2,5,0,3.65,3.87,5.19,3.55
挡,dang3,v,29,10,1567,58,3,9,10,3,3,1,4.18,5.6,6.65,5.62
党,dang3,n,494,10,1567,525,4,10,39,2,3,0,4.11,4.81,6.5,5.75
荡,dang4,v,8,26,97,92,3,9,33,2,4,-1,4.55,4.9,5.38,5
档,dang4,n,4,26,97,50,3,10,3,21,3,1,4.64,4.92,5.74,4.43
刀,dao1,n,38,11,226,224,1,2,36,2,3,0,2.48,6.82,6.84,6.7
叨,dao1,v,6,11,226,15,2,5,16,5,2,1,4.67,4.95,5.97,5.11
导,dao3,v,3,21,1492,476,2,6,42,3,2,0,4.31,3.49,5.9,4.61
岛,dao3,n,104,21,1492,147,2,7,8,2,1,0,4.25,6.89,6.68,6.55
倒,dao3,v,183,21,1492,462,4,10,44,3,4,1,3.98,5.33,6.09,5.61
捣,dao3,v,6,21,1492,15,3,10,6,9,2,1,4.77,5.06,5.77,5.89
蹈,dao3,v,4,21,1492,23,4,17,4,6,1,-1,5.11,4.33,5.29,4.93
到,dao4,v,3187,20,8197,5304,3,8,33,1,3,0,3.05,4.23,6.84,5.09
盗,dao4,v,24,20,8197,60,4,11,10,6,2,0,4.83,5.42,6.38,5.13
道,dao4,v,133,20,8197,4299,3,12,113,2,5,0,3.75,4.28,5.66,3.71
稻,dao4,n,10,20,8197,24,3,15,15,3,1,-1,4,6.68,6.38,6.29
德,de2,n,20,10,4231,722,5,15,13,5,3,0,4.21,3.58,6.29,4.62
灯,deng1,n,71,12,429,164,2,6,49,1,1,-1,2.65,6.84,6.84,6.7
登,deng1,v,80,12,429,180,4,12,20,5,3,0,4.11,5.43,6.66,6.06
蹬,deng1,v,13,12,429,9,6,19,2,4,1,1,5.25,5.51,5.38,5.61
凳,deng4,n,7,12,121,19,5,14,7,4,1,1,3.59,6.92,6.84,6.69
瞪,deng4,v,33,12,121,86,5,17,8,3,1,1,4.74,6.1,6.48,6.27
低,di1,a,185,18,522,352,3,7,37,2,2,0,3.17,5.11,6.53,6.18
堤,di1,n,9,18,522,24,4,12,6,6,1,-1,4.59,6.08,6.71,5.76
敌,di2,n,14,29,834,260,3,10,44,2,3,0,3.63,5.33,6.42,5.74
笛,di2,n,1,29,834,18,2,11,6,6,1,-1,4.5,6.51,6.53,6.45
底,di3,n,120,22,565,395,3,8,41,2,4,0,3.64,5.38,5.9,5.57
抵,di3,v,14,22,565,105,3,8,16,6,3,0,5.28,4.05,5.59,4.09
弟,di4,n,8,51,8790,340,3,7,21,1,2,0,2.63,6.92,6.74,6.13
帝,di4,n,6,51,8790,239,4,9,9,4,1,0,4.28,5.2,6.74,5.94
递,di4,v,41,51,8790,70,4,10,7,3,2,1,4.41,5.43,6.65,5.59
掂,dian1,v,3,19,43,4,4,11,2,20,1,1,5.36,5.46,5.52,5.64
颠,dian1,v,8,19,43,27,5,16,9,5,3,-1,5.09,4.28,5.48,5.18
巅,dian1,n,2,19,43,4,6,19,2,19,1,1,6.09,5.32,4.26,5.64
典,dian3,n,1,11,2143,112,2,8,18,11,3,0,4.11,3.92,4.94,4.14
电,dian4,n,143,29,1467,998,1,5,125,2,3,0,3.08,5.18,6.87,6.42
店,dian4,n,40,29,1467,233,3,8,19,7,2,-1,3.58,6.47,6.97,6.58
垫,dian4,v,6,29,1467,19,3,9,7,3,3,-1,4.91,5.35,5.52,5.54
惦,dian4,v,3,29,1467,6,4,11,3,5,1,1,5.43,4.26,5.84,4.87
殿,dian4,n,28,29,1467,66,5,13,7,7,2,0,5.31,6.25,5.71,5.82
叼,diao1,v,13,23,54,4,2,5,2,4,1,1,4.28,5.78,5.52,6.18
貂,diao1,n,2,23,54,6,3,12,2,5,1,-1,5.59,6.05,5.69,5.12
雕,diao1,v,3,23,54,47,5,16,11,6,3,-1,5.23,5.55,6.39,5.94
钓,diao4,v,2,21,795,23,3,8,5,6,1,-1,4.11,5.83,6.69,6.48
调,diao4,v,76,21,795,501,4,10,75,5,4,-1,4.67,4.45,6.22,5.09
掉,diao4,v,219,21,795,240,4,11,9,2,4,-1,3.65,5.18,6.39,5.23
爹,die1,n,153,3,91,106,3,10,3,11,2,-1,3.38,6.74,6.45,6.52
跌,die1,v,18,3,91,57,4,12,10,8,1,-1,4.46,5.46,6.31,6.03
碟,die2,n,4,45,86,11,3,14,4,7,1,0,4.53,6.49,6.61,6.33
蝶,die2,n,1,45,86,51,3,15,7,6,1,0,3.58,6.58,6.47,6.93
叮,ding1,v,4,13,146,25,2,5,6,6,3,1,3.78,5.61,5.84,5.23
盯,ding1,v,46,13,146,75,2,7,1,3,1,1,3.79,5.68,6.77,6.61
钉,ding1,v,14,13,146,29,2,7,10,3,4,1,3.83,6.31,6.03,6.63
顶,ding3,v,82,8,288,170,3,8,36,2,5,1,3.71,5,5.81,5.93
鼎,ding3,n,2,8,288,26,2,12,7,7,3,0,5.75,6.14,5.13,5.64
订,ding4,v,27,18,1662,85,2,4,16,5,3,1,4.38,4.97,6.47,5.16
定,ding4,v,141,18,1662,1666,3,8,90,1,4,0,3.77,3.1,6.17,4.41
锭,ding4,n,2,18,1662,6,4,13,5,16,2,1,5.58,5,5.13,3.73
丢,diu1,v,89,5,89,82,3,6,9,2,2,0,3.44,5.22,6.35,6.04
东,dong1,n,105,23,1088,1005,1,5,18,2,2,0,2.85,5.1,6.45,4.71
冬,dong1,n,24,23,1088,95,2,5,23,3,2,0,2.79,5.45,6.97,6.52
董,dong3,n,1,7,218,75,2,12,2,6,1,-1,5.08,2.5,5,2.53
懂,dong3,v,152,7,218,149,3,15,5,3,1,1,4.55,4.67,6.71,4.81
动,dong4,v,198,26,3212,1855,3,6,150,2,4,0,2.8,4.08,6.35,5.89
冻,dong4,v,35,26,3212,30,2,7,12,4,3,1,3.71,5.11,6.13,5.86
洞,dong4,n,66,26,3212,125,4,9,28,1,3,-1,3.43,6.66,6.68,6.19
兜,dou1,n,16,8,3243,22,4,11,8,6,3,0,4.69,5.88,6,5.15
斗,dou3,v,33,9,113,283,2,4,38,3,4,0,3.72,4.62,6.37,5.71
抖,dou3,v,23,9,113,79,3,7,18,4,3,1,4.23,5.38,6,5.96
豆,dou4,n,8,23,944,55,3,7,29,2,3,0,3.1,6.72,6.84,6.61
逗,dou4,v,23,23,944,32,4,10,6,2,2,1,3.79,4.85,6.42,5.21
督,du1,v,3,7,48,131,4,13,8,11,1,-1,5.38,3.87,6.1,4.1
毒,du2,a,8,34,324,200,2,9,33,10,3,-1,4,4.92,6.32,4.94
读,du2,v,144,34,324,243,5,10,12,2,2,-1,3.18,5.88,6.9,6.32
犊,du2,n,1,34,324,3,5,12,2,19,1,-1,5.82,5.21,5.47,4.71
堵,du3,v,28,11,329,29,3,11,4,4,2,-1,4.28,5.55,6.31,6.27
赌,du3,v,24,11,329,64,3,12,10,15,1,-1,4.47,5.19,5.97,5.54
睹,du3,v,3,11,329,24,3,13,5,10,1,-1,5.21,5,6.35,6.42
妒,du4,v,3,16,1339,24,2,7,5,8,1,-1,5.19,4.24,5.26,4.79
肚,du4,n,10,16,1339,69,2,7,16,3,3,-1,2.97,6.79,6.55,6.47
渡,du4,v,9,16,1339,66,4,12,11,6,2,1,4.66,5.46,6.06,5.75
镀,du4,v,2,16,1339,4,4,14,5,7,1,1,5.9,5.44,5.59,4.39
端,duan1,v,68,6,177,174,3,14,30,3,3,0,4.39,4.89,4.94,5
短,duan3,a,85,1,207,180,5,12,30,1,3,-1,3.31,4.97,6.84,5.61
断,duan4,v,71,18,830,414,3,11,51,2,3,0,3.8,4.64,6.34,5.7
缎,duan4,n,2,18,830,13,4,12,7,14,1,1,5.29,5.76,5.13,5.81
锻,duan4,v,2,18,830,16,4,14,6,8,1,1,4.85,3.75,5.94,4.53
队,dui4,n,604,22,3737,730,2,4,52,3,1,-1,3.6,5.11,6.27,5.21
兑,dui4,v,2,22,3737,16,3,7,4,15,2,0,5.54,4.05,6.13,4.48
墩,dun1,n,1,17,183,6,5,15,10,6,3,1,5.82,5.25,5.56,4.79
蹲,dun1,v,34,17,183,27,5,19,3,4,2,-1,4.62,6.13,6.19,6.26
炖,dun4,v,13,20,298,3,2,8,2,21,2,-1,4.71,5.93,6.76,6.12
盾,dun4,n,1,20,298,63,3,9,4,15,1,0,4.72,6.42,5.97,6
钝,dun4,a,1,20,298,9,2,9,4,16,2,-1,4.78,4.74,6.03,4.87
遁,dun4,v,1,20,298,8,4,12,2,19,1,1,6.08,3.68,4.41,4.18
多,duo1,a,1537,11,3167,2452,2,6,60,1,4,0,2.5,5.13,6.77,5.32
夺,duo2,v,51,16,152,116,2,6,19,3,3,-1,3.87,5.25,6.79,6.12
踱,duo2,v,5,16,152,15,5,16,2,6,1,-1,5.36,5.33,5.94,5.55
躲,duo3,v,73,17,221,85,3,13,4,1,1,1,3.97,5.33,6.57,6.42
剁,duo4,v,9,22,39,3,3,8,1,17,1,1,5.25,5.86,5.39,6.36
堕,duo4,v,2,22,39,14,4,11,2,16,1,0,5.61,4.32,5.42,4.71
惰,duo4,n,1,22,39,4,4,12,3,16,1,0,5.36,3.68,4.73,5.06
跺,duo4,v,8,22,39,7,4,13,1,9,1,1,5.19,5.54,5.74,6.46
讹,e2,v,1,28,130,3,3,6,2,18,2,-1,6.26,4.05,4.48,3.86
鹅,e2,n,3,28,130,22,3,12,8,1,1,-1,3.18,6.85,6.84,6.7
恶,e4,a,31,73,136,231,2,10,36,5,4,0,4.23,4.41,6.19,4.94
饿,e4,v,55,73,136,48,2,10,4,2,1,-1,3.29,5.11,5.29,5.82
恩,en1,n,17,4,12,216,3,10,8,4,1,0,4.21,3.3,6.39,4.47
摁,en4,v,1,1,0,1,4,13,1,17,1,1,5.41,5.46,4.97,5.23
耳,er3,n,17,18,169,201,1,6,40,2,3,0,2.43,6.92,6.77,6.63
饵,er3,n,1,18,169,5,2,9,6,11,3,1,5.17,5.94,5.1,5.75
发,fa1,v,302,8,2734,2732,3,5,161,2,5,0,3.38,4.48,6.41,5
乏,fa2,a,2,16,161,63,2,4,9,10,2,0,4.33,3.38,5.27,4.86
伐,fa2,v,10,16,161,45,2,6,7,11,2,0,4.78,5.08,5.55,5.57
罚,fa2,v,24,16,161,75,3,9,8,12,1,0,4.51,5.28,6.65,5.97
阀,fa2,n,2,16,161,11,3,9,6,12,3,1,5.44,5.05,5.45,4.93
法,fa3,n,152,5,1356,1676,3,8,110,2,4,0,3.24,3.83,6.39,5.21
帆,fan1,n,5,19,314,29,3,6,8,7,1,1,4.68,6.5,6.16,6.43
幡,fan1,n,3,19,314,3,3,15,3,22,1,1,6,5.38,4.5,3.68
翻,fan1,v,118,19,314,180,4,18,32,2,3,1,4.06,5.64,6.4,6.3
藩,fan1,n,1,19,314,24,4,18,4,15,1,1,6.3,4.03,4.16,2.47
烦,fan2,a,19,35,275,140,3,10,22,3,3,0,4.36,3.81,6.53,5.89
繁,fan2,a,1,35,275,91,4,17,22,6,3,-1,4.83,3.76,6.26,5.21
反,fan3,v,97,5,1264,722,2,4,55,3,3,0,3.55,3.9,5.56,4.65
返,fan3,v,22,5,1264,69,3,7,20,3,1,1,4.19,4.78,6.23,5.43
犯,fan4,v,77,23,616,199,2,5,29,5,4,0,4.67,3.9,5.94,4.94
泛,fan4,v,11,23,616,75,3,7,12,5,3,-1,4.64,4,5.13,4
饭,fan4,n,217,23,616,263,3,7,29,2,2,1,2.6,6.69,6.84,6.89
贩,fan4,v,13,23,616,32,3,8,8,15,2,1,5.74,5.11,5.87,4.96
方,fang1,n,92,15,2032,2035,1,4,87,2,4,0,3.08,4.68,5.84,5.32
芳,fang1,a,1,15,2032,80,2,7,5,12,1,1,3.94,3.73,5.52,3.96
防,fang2,v,44,7,752,239,2,6,48,5,2,1,4.08,4.6,6.66,5.38
妨,fang2,v,2,7,752,37,2,7,5,13,1,1,5.13,3.38,5.84,3.19
房,fang2,n,188,7,752,606,2,8,55,1,3,1,3.03,6.71,6.84,6
仿,fang3,v,3,15,332,115,2,6,9,5,3,1,4.54,4.3,6.39,4.53
访,fang3,v,58,15,332,186,2,6,8,5,2,1,4.23,4.41,6.27,5.43
纺,fang3,v,5,15,332,31,2,7,12,9,2,1,4.46,5.43,5.78,4.91
放,fang4,v,396,1,1210,908,2,8,62,1,4,1,3.25,4.68,6.33,5.75
飞,fei1,v,139,24,1009,528,1,3,58,1,3,0,2.6,5.95,6.84,6.35
妃,fei1,n,1,24,1009,40,2,6,3,15,1,-1,5.45,5.74,6.16,5.26
菲,fei1,a,1,24,1009,85,2,11,1,11,3,1,5.56,2.23,3.5,3
肥,fei2,a,13,6,111,64,2,8,25,2,4,0,3.75,5.08,6.53,6.29
匪,fei3,n,2,13,84,35,2,10,11,11,2,1,4.44,5.68,5.94,6.69
吠,fei4,v,3,27,374,5,2,7,3,15,1,-1,5.5,5.43,4.77,5.61
废,fei4,v,25,27,374,71,4,8,23,7,1,-1,4.41,4.13,5.75,5.09
沸,fei4,v,3,27,374,15,2,8,10,7,1,-1,4.72,4.65,5.38,5.71
肺,fei4,n,13,27,374,20,2,8,15,9,1,0,4.38,6.72,6.77,6.39
分,fen1,v,243,21,2225,1646,2,4,120,3,4,0,2.85,4.87,6.45,4.68
坟,fen2,n,32,34,37,26,2,7,6,13,1,-1,4.08,6.69,6.73,6.55
焚,fen2,v,4,34,37,18,3,12,5,14,1,-1,5.51,5.69,5.61,6.11
粉,fen3,n,5,3,164,82,3,10,43,2,4,1,3.75,6.06,6.41,6.37
愤,fen4,n,1,17,432,84,4,12,22,3,1,0,4.65,4.21,5.34,5.39
粪,fen4,n,38,17,432,11,3,12,10,5,3,-1,4.14,6.27,6.13,6.86
丰,feng1,a,8,47,1413,134,1,4,17,4,2,0,3.45,3.18,6.26,4.68
风,feng1,n,215,47,1413,785,2,4,143,1,4,0,2.73,6.43,6.84,6.62
枫,feng1,n,3,47,1413,35,3,8,5,1,1,1,4.81,6.03,6.03,6
疯,feng1,v,28,47,1413,85,3,9,9,9,1,1,4.4,4.46,5.16,5.9
峰,feng1,n,17,47,1413,101,3,10,17,4,1,0,3.86,6.22,5.94,6.71
蜂,feng1,n,3,47,1413,31,3,13,20,2,1,1,3.82,6.62,6.77,6.76
逢,feng2,v,32,12,235,43,3,10,6,4,2,0,4.77,4.32,5.48,4.82
缝,feng2,n,22,12,235,50,4,13,17,5,2,1,4.38,6.03,5.63,5.35
凤,feng4,n,3,13,38,125,2,4,5,4,1,0,3.97,5.2,5.88,6.33
奉,feng4,v,8,13,38,101,2,8,10,8,4,0,4.74,3.73,5.29,4.43
俸,feng4,n,1,13,38,3,3,10,1,15,1,1,6.1,4.67,4.91,4.13
佛,fo2,n,15,4,0,205,2,7,5,5,1,-1,4.4,5.56,6.47,5.71
夫,fu1,n,4,39,397,772,1,4,34,2,3,0,3.69,5,6.8,5.03
肤,fu1,n,1,39,397,47,2,8,7,12,1,1,3.92,6.33,6.47,6.11
敷,fu1,v,3,39,397,14,3,15,4,9,3,0,5.64,5.19,5.48,5.68
伏,fu2,v,13,98,1314,82,2,6,16,2,4,0,4.54,4.6,5.66,5.24
扶,fu2,v,55,98,1314,98,2,7,10,4,2,1,3.68,5.68,6.72,6.03
拂,fu2,v,6,98,1314,28,2,8,10,5,2,-1,5.33,5.03,6,5.16
服,fu2,v,55,98,1314,606,3,8,42,2,4,0,4.28,4.59,5.38,4.81
浮,fu2,v,12,98,1314,74,3,10,31,1,4,1,4.48,5.21,5.94,5.7
福,fu2,n,17,98,1314,302,4,13,18,2,1,0,4.2,3.62,6.32,4.65
抚,fu3,v,4,27,449,87,3,7,14,2,3,-1,4.53,5.33,6.19,5.74
府,fu3,n,16,27,449,447,3,8,15,7,3,1,4.88,5.71,6.28,5.35
俯,fu3,v,3,27,449,30,4,10,8,5,1,1,4.85,5.43,5.75,5.56
辅,fu3,v,3,27,449,29,2,11,4,7,1,1,5,4.31,6,4.13
腐,fu3,a,2,27,449,52,4,14,17,6,1,1,4.82,4.3,5.94,5.35
父,fu4,n,21,60,1961,460,1,4,18,2,3,0,2.62,6.77,6.93,6.85
付,fu4,v,37,60,1961,177,2,5,12,6,2,0,4.33,4.69,6.5,4.87
妇,fu4,n,3,60,1961,247,2,6,24,2,3,0,3.86,6.08,6.52,5.71
负,fu4,v,53,60,1961,270,2,6,28,4,5,0,4.5,4.03,5.41,3.84
附,fu4,v,3,60,1961,121,3,7,28,2,2,1,4.94,4.03,5.58,4.5
赴,fu4,v,45,60,1961,59,3,9,5,10,1,-1,5.35,4.62,6.28,4.61
副,fu4,a,515,60,1961,311,4,11,16,5,3,0,4.53,3.44,6.22,3.65
傅,fu4,n,2,60,1961,76,3,12,1,14,3,1,5.1,4.46,5.25,3.68
富,fu4,a,95,60,1961,263,4,12,23,5,2,0,4.03,4.38,6.69,6.52
赋,fu4,n,4,60,1961,30,4,12,6,13,3,-1,5.65,4.74,5.84,3.94
缚,fu4,v,1,60,1961,18,3,13,2,16,1,1,5.46,5.35,5.87,5.41
腹,fu4,n,20,60,1961,50,4,13,17,5,1,1,4.38,6.46,6.58,6.3
覆,fu4,v,3,60,1961,44,5,18,8,5,3,1,5.44,4.43,5.39,5.07
嘎,ga2,n,1,6,0,14,4,14,10,12,3,0,5.64,3.41,3.63,2.84
该,gai1,v,312,18,593,697,4,8,6,2,4,-1,3.69,2.35,5.44,3.56
改,gai3,v,143,4,639,602,2,7,37,4,3,-1,3.54,4.95,6.84,5.56
钙,gai4,n,1,18,372,3,2,9,5,15,1,1,5.51,5.1,6.67,5.41
盖,gai4,v,83,18,372,134,2,11,18,2,4,-1,3.77,5.6,6.57,5.76
干,gan1,v,583,27,1338,719,1,3,81,2,5,0,2.9,4.23,5.66,5.06
杆,gan1,n,13,27,1338,36,2,7,27,4,3,1,3.9,6.77,6.48,5.97
肝,gan1,n,11,27,1338,22,2,7,11,7,1,1,4.28,6.46,6.23,6.48
秆,gan3,n,3,17,1292,2,2,8,6,5,1,1,5.34,5.58,3.9,4.89
赶,gan3,v,192,17,1292,245,3,10,20,2,3,1,3.78,4.78,6.83,5.88
敢,gan3,v,276,17,1292,335,3,11,10,2,2,0,3.59,3.35,5.97,4.65
擀,gan3,v,1,17,1292,1,6,16,2,13,1,0,5.95,5.25,5.28,5.06
冈,gang1,n,1,26,932,27,2,4,2,6,1,0,4.38,4.69,5.06,4.18
岗,gang1,n,19,26,932,69,3,7,9,8,3,1,4.56,5.22,5.68,5.78
纲,gang1,n,8,26,932,30,3,7,8,6,2,1,4.72,4.11,5.29,4.14
缸,gang1,n,13,26,932,15,2,9,4,2,1,-1,4,6.63,5.87,6.68
钢,gang1,n,26,26,932,98,3,9,26,3,2,1,4.2,6.58,6.71,6.23
港,gang3,n,48,2,86,237,4,12,8,5,3,-1,4.85,6.08,6.34,5.68
杠,gang4,n,17,6,10,10,2,7,8,9,1,-1,4.56,6.34,5.88,6.21
高,gao1,a,941,22,1841,1520,4,10,87,1,2,0,2.81,5.08,6.8,6.76
膏,gao1,n,6,22,1841,14,5,14,10,13,4,0,4.42,6.14,6.17,6.18
糕,gao1,n,1,22,1841,27,3,16,9,4,1,1,3.97,6.37,5.81,6.7
搞,gao3,v,492,17,312,165,5,13,2,6,1,1,4.66,3.76,6.17,4.79
稿,gao3,n,42,17,312,59,5,15,17,5,2,1,5.2,6.19,6.52,5
镐,gao3,n,5,17,312,3,5,15,1,18,2,1,6.31,4.55,4.34,4.25
告,gao4,v,63,14,609,691,2,7,46,2,3,0,3.44,4.86,6.63,5.32
戈,ge1,n,1,27,831,51,1,4,3,8,1,0,5.28,4.46,4.65,4.25
疙,ge1,n,1,27,831,7,3,8,5,4,0,-1,5.57,4.95,4.2,5.54
哥,ge1,n,98,27,831,385,4,10,15,1,2,0,2.64,6.3,6.77,6.86
鸽,ge1,n,3,27,831,13,5,11,2,13,1,-1,3.95,6.69,6.87,6.24
割,ge1,v,20,27,831,48,4,12,12,2,1,-1,4.26,5.9,6.5,6.2
搁,ge1,v,94,27,831,27,4,12,4,6,2,1,4.69,4.92,5.8,5.75
歌,ge1,n,58,27,831,192,6,14,26,1,2,1,3.23,6.59,7,6.73
阁,ge2,n,4,39,1581,72,3,9,11,7,1,1,5.11,5.4,5.84,5.24
革,ge2,v,5,39,1581,401,1,9,18,3,3,0,4.72,2.58,5.69,3.35
格,ge2,n,4,39,1581,567,3,10,40,4,4,1,3.92,5.2,6.48,5.56
隔,ge2,v,43,39,1581,94,5,12,17,3,2,0,4.55,4.38,6.41,5.13
嗝,ge2,n,1,39,1581,2,5,13,2,15,1,0,5.11,5.27,4.26,5.46
耕,geng1,v,6,19,880,50,2,10,14,9,1,-1,4.64,5.68,6.33,5.79
梗,geng3,v,1,13,41,8,2,11,8,12,3,1,5.82,4.33,3.38,3.09
工,gong1,n,55,29,4687,1658,1,3,165,1,4,0,2.61,4.46,6.7,4.75
弓,gong1,n,3,29,4687,28,1,3,6,5,3,0,3.58,6.78,6.33,6.06
公,gong1,a,17,29,4687,1679,2,4,94,1,5,0,2.89,3.86,6.06,4.79
功,gong1,n,66,29,4687,467,2,5,36,2,3,1,3.83,3.78,5.97,4.29
攻,gong1,v,31,29,4687,222,2,7,29,6,2,1,4.26,4.38,6.37,5.54
供,gong1,v,156,29,4687,247,3,8,21,6,3,1,4.42,4.63,6.42,5.06
宫,gong1,n,11,29,4687,214,3,9,18,3,4,0,4.23,5.53,6.53,5.91
恭,gong1,a,1,29,4687,62,3,10,13,5,1,0,4.86,3.41,4.71,4.36
躬,gong1,v,2,29,4687,22,2,10,3,5,2,1,5.31,5.08,5.19,5.39
汞,gong3,n,1,10,142,1,2,7,2,15,1,1,6.74,5.97,5.75,4.52
拱,gong3,v,3,10,142,21,3,9,17,3,4,1,4.54,4.79,6.39,4.94
贡,gong4,v,2,7,799,65,2,7,2,6,2,1,4.79,3.83,5.71,3.82
勾,gou1,v,9,15,168,63,2,4,14,11,4,0,3.85,4.93,6.25,5.71
沟,gou1,n,23,15,168,54,3,7,16,2,2,1,3.85,6.61,6.52,6
钩,gou1,n,3,15,168,23,3,9,10,4,4,1,4,6.29,6.03,6.03
狗,gou3,n,117,11,143,116,3,8,19,1,1,-1,2.83,6.83,6.97,7
构,gou4,v,2,23,791,216,3,8,9,9,3,1,4.49,3.89,5.68,3.79
购,gou4,v,42,23,791,114,3,8,15,11,1,1,4.73,5.36,6.59,5.19
够,gou4,v,161,23,791,307,4,11,9,4,2,-1,4.17,3.7,5.17,4.71
估,gu1,v,1,32,771,58,3,7,6,8,2,1,4.49,3.97,6.06,4.18
咕,gu1,n,2,32,771,33,3,8,24,2,1,1,5.16,3.4,3.97,2.5
姑,gu1,n,1,32,771,263,3,8,19,3,3,1,3.11,6.03,6.45,6.85
孤,gu1,a,4,32,771,106,2,8,22,4,3,-1,4.56,4.59,6.13,5.04
沽,gu1,v,1,32,771,4,3,8,2,22,2,1,5.72,3.5,4.52,3.54
菇,gu1,n,8,32,771,6,4,11,3,5,1,1,4.49,5.83,5.74,5.53
箍,gu1,n,1,32,771,4,4,14,2,16,2,0,5.74,5.15,4.44,4.62
古,gu3,a,74,46,642,366,2,5,43,2,1,0,3.1,3.85,6.65,4.65
谷,gu3,n,10,46,642,117,3,7,26,4,4,0,3.55,6.46,6.58,5.77
骨,gu3,n,39,46,642,147,2,9,77,1,3,0,3.4,6.76,6.66,6.26
鼓,gu3,v,15,46,642,135,5,13,39,3,3,0,4.25,5.18,5.77,5.42
固,gu4,a,1,22,696,126,3,8,21,6,3,1,3.94,4.64,5.42,5.43
顾,gu4,v,47,22,696,272,4,10,29,2,3,0,4.92,3.75,5.94,4.21
雇,gu4,v,17,22,696,30,3,12,7,9,3,0,5.18,5.05,6.47,4.87
瓜,gua1,n,15,16,194,58,1,5,21,2,1,0,2.9,6.67,6.9,6.64
刮,gua1,v,41,16,194,27,3,8,5,5,2,-1,4.38,5.92,6.22,6
剐,gua3,v,1,7,24,2,3,9,1,14,2,-1,6.03,4.74,5.16,4.71
寡,gua3,n,5,7,24,31,5,14,8,12,2,0,5.74,4.57,4.52,4.93
卦,gua4,n,28,10,193,15,3,8,4,10,1,0,5.46,4.65,5.65,4.74
挂,gua4,v,122,10,193,132,3,9,17,2,3,-1,3.64,5.74,6.39,6.06
褂,gua4,n,2,10,193,7,4,13,8,4,1,1,5.22,6.42,5.42,6.3
乖,guai1,a,4,1,16,49,3,8,5,5,2,0,3.06,4.14,6.23,5.41
拐,guai3,v,14,4,29,36,3,8,11,5,3,-1,4.74,5.1,5.81,6.15
怪,guai4,a,64,4,257,341,3,8,30,1,3,-1,3.81,3.35,6.16,4.68
关,guan1,v,73,20,1867,1237,2,6,46,1,4,0,3,6.21,6.63,6.29
官,guan1,n,92,20,1867,441,2,8,51,4,3,0,3.69,5.19,6.57,6.3
冠,guan1,n,10,20,1867,80,4,9,15,3,3,-1,4.53,5.97,5.94,4.77
棺,guan1,n,4,20,1867,23,3,12,5,10,1,1,5,6.42,5.55,6.42
馆,guan3,n,115,11,774,293,3,11,19,3,4,1,4.44,5.84,6.1,6.19
管,guan3,v,259,11,774,750,3,14,74,5,4,1,3.95,4.15,6,4.71
惯,guan4,v,35,31,293,105,3,11,11,5,2,1,4.42,3.59,5.26,3.96
掼,guan4,v,1,31,293,1,3,11,1,17,1,1,5.74,3.06,3.26,2.93
灌,guan4,v,20,31,293,36,6,20,11,4,1,0,4.75,5.08,5.84,6.32
罐,guan4,n,13,31,293,24,6,23,11,6,1,0,4.97,6.47,5.77,6.59
光,guang1,n,94,21,1056,867,2,6,121,2,4,0,2.75,6.31,6.87,6.61
广,guang3,a,43,6,369,454,1,3,27,2,4,0,2.98,4.26,6.53,5.16
逛,guang4,v,28,4,12,22,3,10,2,13,1,-1,5.06,5.24,6.7,6.56
归,gui1,v,70,41,654,169,2,5,39,5,4,0,3.57,4.84,6.35,5.36
龟,gui1,n,5,41,654,18,2,7,5,4,3,0,3.59,6.68,6.52,6.64
轨,gui3,n,5,25,166,39,2,6,11,6,2,-1,4.82,6.18,6.39,6
鬼,gui3,n,89,25,166,176,1,9,27,5,4,0,3.68,3.97,6.52,4.94
柜,gui4,n,14,29,228,54,2,8,11,8,2,-1,3.81,6.43,6.53,6.59
